27.78,1.9503,-0.63327,0.80793,-0.62094,0.3505,-0.48782,0.023724,-0.4144,-0.17737,0.0067576,0.14219,0.19338,0.084878,-0.060165,12.351,-0.63501,-1.6452,0.5218,-1.0924,0.44221,-0.36397,0.47833,-0.081449,-0.04375,-0.31523,0.080498,0.089104,-0.13028,-0.13266,-0.63501,2.0796,0.38988,-0.26479,-0.17894,-0.27764,-0.13423,-0.1876,0.10195,-0.14133,-0.0066427,-0.054052,-0.039617,0.0094248,0.014821,-1.6452,0.38988,1.4856,-0.15644,-0.071854,-0.2793,-0.12378,-0.26562,0.11025,-0.089513,0.098605,-0.11811,-0.11112,-0.057541,-0.014498,0.5218,-0.26479,-0.15644,0.83674,-0.049665,0.095906,0.02665,0.082578,-0.018255,-0.024531,-0.10212,-0.030221,-0.018853,0.054593,0.020793,-1.0924,-0.17894,-0.071854,-0.049665,0.97632,0.016776,0.26269,0.05766,-0.031216,0.013328,0.030412,0.11203,0.10543,0.097911,0.01768,0.44221,-0.27764,-0.2793,0.095906,0.016776,0.71749,0.078727,0.11645,-0.022984,0.068832,-0.041761,0.022657,0.022722,0.0023613,-0.021164,-0.36397,-0.13423,-0.12378,0.02665,0.26269,0.078727,0.70708,0.095505,-0.037195,-0.019811,-0.01728,0.10746,0.11971,0.071285,0.010652,0.47833,-0.1876,-0.26562,0.082578,0.05766,0.11645,0.095505,0.63259,-0.026677,0.011849,-0.045648,-0.0083909,0.085372,0.0046549,0.013858,-0.081449,0.10195,0.11025,-0.018255,-0.031216,-0.022984,-0.037195,-0.026677,0.56735,0.047352,0.023512,-0.020817,-0.05258,-0.030252,-0.018225,-0.04375,-0.14133,-0.089513,-0.024531,0.013328,0.068832,-0.019811,0.011849,0.047352,0.60865,0.08345,-0.0051916,0.01671,-0.055592,-0.025546,-0.31523,-0.0066427,0.098605,-0.10212,0.030412,-0.041761,-0.01728,-0.045648,0.023512,0.08345,0.66965,0.10975,0.0044763,0.011697,-0.036018,0.080498,-0.054052,-0.11811,-0.030221,0.11203,0.022657,0.10746,-0.0083909,-0.020817,-0.0051916,0.10975,0.73945,0.157,0.019003,0.056718,0.089104,-0.039617,-0.11112,-0.018853,0.10543,0.022722,0.11971,0.085372,-0.05258,0.01671,0.0044763,0.157,0.66014,0.14678,-5.2812e-05,-0.13028,0.0094248,-0.057541,0.054593,0.097911,0.0023613,0.071285,0.0046549,-0.030252,-0.055592,0.011697,0.019003,0.14678,0.5526,0.082183,-0.13266,0.014821,-0.014498,0.020793,0.01768,-0.021164,0.010652,0.013858,-0.018225,-0.025546,-0.036018,0.056718,-5.2812e-05,0.082183,0.56224
24.839,1.8743,-0.29201,0.51974,-0.6785,0.062262,-0.21526,0.13047,-0.062678,0.15554,0.25362,0.31279,0.31888,0.16995,0.047637,30.97,0.57809,-5.2931,1.078,-0.7014,1.1946,-0.46369,-0.12767,-1.4388,-1.2673,-1.1396,-0.52399,-0.54409,-0.45948,-0.64262,0.57809,2.8938,0.73235,-0.41874,-0.26539,-0.37404,-0.17613,-0.13872,0.059012,-0.072305,0.014645,0.0090824,0.019551,0.01011,0.048504,-5.2931,0.73235,3.3927,-0.4145,0.12708,-0.59529,-0.14909,-0.15226,0.37791,0.13352,0.29458,0.10503,0.12658,0.18227,0.22678,1.078,-0.41874,-0.4145,1.2423,0.17274,0.28349,0.049791,0.058279,-0.152,-0.126,-0.17453,-0.088407,-0.090796,-0.054867,-0.016746,-0.7014,-0.26539,0.12708,0.17274,1.0319,0.12884,0.18874,0.02282,0.020642,0.0364,-0.0064744,0.067839,0.059001,0.023448,0.021926,1.1946,-0.37404,-0.59529,0.28349,0.12884,0.91181,0.092858,0.048193,-0.14632,-0.06678,-0.11342,-0.083211,-0.063102,-0.077295,-0.087269,-0.46369,-0.17613,-0.14909,0.049791,0.18874,0.092858,0.82077,0.17258,0.062597,0.048627,0.040845,0.088592,0.046092,0.023704,0.019412,-0.12767,-0.13872,-0.15226,0.058279,0.02282,0.048193,0.17258,0.59422,0.052547,0.029022,0.0057073,-0.017091,0.02049,-0.016879,0.021276,-1.4388,0.059012,0.37791,-0.152,0.020642,-0.14632,0.062597,0.052547,0.69915,0.24535,0.13157,0.085648,0.021948,0.023221,0.017214,-1.2673,-0.072305,0.13352,-0.126,0.0364,-0.06678,0.048627,0.029022,0.24535,0.7101,0.19705,0.081309,0.099007,-0.0016533,0.030506,-1.1396,0.014645,0.29458,-0.17453,-0.0064744,-0.11342,0.040845,0.0057073,0.13157,0.19705,0.63999,0.18303,0.075441,0.066914,0.0095858,-0.52399,0.0090824,0.10503,-0.088407,0.067839,-0.083211,0.088592,-0.017091,0.085648,0.081309,0.18303,0.6534,0.21283,0.038377,0.070072,-0.54409,0.019551,0.12658,-0.090796,0.059001,-0.063102,0.046092,0.02049,0.021948,0.099007,0.075441,0.21283,0.64267,0.19609,0.049431,-0.45948,0.01011,0.18227,-0.054867,0.023448,-0.077295,0.023704,-0.016879,0.023221,-0.0016533,0.066914,0.038377,0.19609,0.56256,0.13735,-0.64262,0.048504,0.22678,-0.016746,0.021926,-0.087269,0.019412,0.021276,0.017214,0.030506,0.0095858,0.070072,0.049431,0.13735,0.53842
24.329,1.7701,-0.40662,0.64719,-0.4538,0.20256,0.00426,0.2196,0.025543,0.17957,0.22904,0.11242,0.098962,-0.026009,-0.13526,30.776,0.98971,-4.4902,0.47152,-1.2469,-0.01935,-0.84157,-0.47921,-1.3787,-1.2282,-1.039,-0.55433,-0.61359,-0.45066,-0.63775,0.98971,2.6381,0.60144,-0.27834,-0.26118,-0.30597,-0.19192,-0.15712,0.017977,-0.037208,0.019053,-0.038577,-0.066716,-0.011761,0.02853,-4.4902,0.60144,3.2776,-0.3412,0.18641,-0.40002,-0.0015286,-0.10741,0.30323,0.15037,0.21558,0.066448,0.045803,0.078325,0.18901,0.47152,-0.27834,-0.3412,1.1577,0.20914,0.26967,0.088252,0.10507,-0.076015,-0.103,-0.12453,-0.084211,-0.081722,-0.054567,-0.037626,-1.2469,-0.26118,0.18641,0.20914,1.1476,0.19392,0.27258,0.095548,0.099186,0.056342,-0.010975,-0.0023101,0.010309,-0.036034,-0.051503,-0.01935,-0.30597,-0.40002,0.26967,0.19392,0.90704,0.15862,0.094322,-0.039914,-0.038697,-0.038361,-0.067136,-0.05046,-0.060074,-0.061657,-0.84157,-0.19192,-0.0015286,0.088252,0.27258,0.15862,0.84369,0.19575,0.1016,0.0564,0.012271,-0.02272,-0.064257,-0.069417,-0.069467,-0.47921,-0.15712,-0.10741,0.10507,0.095548,0.094322,0.19575,0.58697,0.071145,-0.0040495,-0.0057396,-0.029113,0.019314,-0.019084,0.0085915,-1.3787,0.017977,0.30323,-0.076015,0.099186,-0.039914,0.1016,0.071145,0.64768,0.20028,0.085982,0.038428,-0.011926,0.00090355,-0.014048,-1.2282,-0.037208,0.15037,-0.103,0.056342,-0.038697,0.0564,-0.0040495,0.20028,0.65434,0.15194,0.051949,0.067655,-0.023141,0.024072,-1.039,0.019053,0.21558,-0.12453,-0.010975,-0.038361,0.012271,-0.0057396,0.085982,0.15194,0.59046,0.17125,0.074317,0.088171,0.042751,-0.55433,-0.038577,0.066448,-0.084211,-0.0023101,-0.067136,-0.02272,-0.029113,0.038428,0.051949,0.17125,0.69053,0.32012,0.14362,0.17231,-0.61359,-0.066716,0.045803,-0.081722,0.010309,-0.05046,-0.064257,0.019314,-0.011926,0.067655,0.074317,0.32012,0.80219,0.3239,0.15905,-0.45066,-0.011761,0.078325,-0.054567,-0.036034,-0.060074,-0.069417,-0.019084,0.00090355,-0.023141,0.088171,0.14362,0.3239,0.68403,0.25223,-0.63775,0.02853,0.18901,-0.037626,-0.051503,-0.061657,-0.069467,0.0085915,-0.014048,0.024072,0.042751,0.17231,0.15905,0.25223,0.66396
24.034,1.6628,-0.56769,0.46282,-0.62395,0.22178,-0.010401,0.2424,-0.047693,0.0035706,0.14515,0.10916,0.15402,0.010917,-0.074258,26.157,1.3696,-3.6866,0.049595,-1.0023,-0.27841,-0.6775,-0.44246,-1.0889,-0.96512,-0.72033,-0.38998,-0.51739,-0.29746,-0.47022,1.3696,2.5951,0.46539,-0.27012,-0.19666,-0.20916,-0.11808,-0.10539,0.046397,0.0015587,0.079435,0.0081714,-0.073942,-0.022323,-0.020946,-3.6866,0.46539,2.9538,-0.11332,0.27731,-0.31191,0.033852,-0.096199,0.293,0.21641,0.20816,0.054798,-0.0019884,0.018203,0.103,0.049595,-0.27012,-0.11332,1.2721,0.34414,0.27235,0.078077,0.085191,0.00096715,0.064531,-0.041876,-0.069123,-0.097954,-0.057103,-0.065108,-1.0023,-0.19666,0.27731,0.34414,1.2174,0.21371,0.25911,0.05039,0.14562,0.15167,0.038753,-0.0068141,-0.043339,-0.09497,-0.11415,-0.27841,-0.20916,-0.31191,0.27235,0.21371,0.90498,0.19011,0.094209,0.0078902,-0.0025025,-0.023245,-0.035266,-0.025975,-0.042352,-0.07168,-0.6775,-0.11808,0.033852,0.078077,0.25911,0.19011,0.84176,0.18915,0.097356,0.063535,0.002108,0.0004542,-0.031206,-0.0486,-0.073534,-0.44246,-0.10539,-0.096199,0.085191,0.05039,0.094209,0.18915,0.62284,0.092316,-0.016002,-0.027371,-0.024887,0.040466,-0.0082816,0.0019119,-1.0889,0.046397,0.293,0.00096715,0.14562,0.0078902,0.097356,0.092316,0.69685,0.24445,0.070067,0.028769,-0.022618,-0.017657,-0.050383,-0.96512,0.0015587,0.21641,0.064531,0.15167,-0.0025025,0.063535,-0.016002,0.24445,0.78025,0.20159,0.027634,0.018132,-0.058339,-0.034752,-0.72033,0.079435,0.20816,-0.041876,0.038753,-0.023245,0.002108,-0.027371,0.070067,0.20159,0.64749,0.16566,0.0289,0.063361,0.013608,-0.38998,0.0081714,0.054798,-0.069123,-0.0068141,-0.035266,0.0004542,-0.024887,0.028769,0.027634,0.16566,0.68794,0.29378,0.12268,0.15006,-0.51739,-0.073942,-0.0019884,-0.097954,-0.043339,-0.025975,-0.031206,0.040466,-0.022618,0.018132,0.0289,0.29378,0.78606,0.31267,0.15932,-0.29746,-0.022323,0.018203,-0.057103,-0.09497,-0.042352,-0.0486,-0.0082816,-0.017657,-0.058339,0.063361,0.12268,0.31267,0.71683,0.27651,-0.47022,-0.020946,0.103,-0.065108,-0.11415,-0.07168,-0.073534,0.0019119,-0.050383,-0.034752,0.013608,0.15006,0.15932,0.27651,0.69319
23.285,1.5294,-0.52207,0.3945,-0.63641,0.24949,0.062137,0.30473,0.049931,0.032694,0.15516,0.1519,0.25013,0.12818,0.032572,25.663,1.8345,-3.3606,0.021645,-0.93273,-0.45655,-0.74961,-0.43819,-1.1593,-0.93836,-0.78191,-0.57416,-0.73786,-0.53686,-0.60224,1.8345,2.6353,0.35587,-0.20701,-0.21772,-0.20865,-0.19837,-0.14429,-0.022569,-0.051105,-0.00053367,-0.042376,-0.13525,-0.074895,-0.054612,-3.3606,0.35587,2.7676,-0.061838,0.29814,-0.28063,0.0088515,-0.12288,0.26413,0.18159,0.17739,0.058184,-0.0023171,0.017229,0.098411,0.021645,-0.20701,-0.061838,1.2471,0.32094,0.23258,0.042156,0.070887,-0.022724,0.054273,-0.010849,-0.068207,-0.1072,-0.07426,-0.090861,-0.93273,-0.21772,0.29814,0.32094,1.1748,0.21461,0.22481,0.038772,0.12296,0.13544,0.06073,0.015056,-0.039994,-0.093557,-0.10026,-0.45655,-0.20865,-0.28063,0.23258,0.21461,0.91625,0.2257,0.11933,0.037939,0.011043,-0.0042864,-0.0031134,0.014756,-0.012823,-0.051388,-0.74961,-0.19837,0.0088515,0.042156,0.22481,0.2257,0.89891,0.25951,0.1254,0.077037,0.01202,0.026099,0.020504,0.0081811,-0.027118,-0.43819,-0.14429,-0.12288,0.070887,0.038772,0.11933,0.25951,0.71029,0.1469,0.017541,0.00061008,-0.0095763,0.071018,0.034732,0.02785,-1.1593,-0.022569,0.26413,-0.022724,0.12296,0.037939,0.1254,0.1469,0.74186,0.25233,0.077898,0.046025,0.013011,0.022231,-0.018972,-0.93836,-0.051105,0.18159,0.054273,0.13544,0.011043,0.077037,0.017541,0.25233,0.75638,0.22172,0.045529,0.030004,-0.045254,-0.034105,-0.78191,-0.00053367,0.17739,-0.010849,0.06073,-0.0042864,0.01202,0.00061008,0.077898,0.22172,0.67173,0.18348,0.030367,0.051278,-0.011501,-0.57416,-0.042376,0.058184,-0.068207,0.015056,-0.0031134,0.026099,-0.0095763,0.046025,0.045529,0.18348,0.69184,0.29497,0.11319,0.13161,-0.73786,-0.13525,-0.0023171,-0.1072,-0.039994,0.014756,0.020504,0.071018,0.013011,0.030004,0.030367,0.29497,0.78333,0.31771,0.15757,-0.53686,-0.074895,0.017229,-0.07426,-0.093557,-0.012823,0.0081811,0.034732,0.022231,-0.045254,0.051278,0.11319,0.31771,0.72,0.29251,-0.60224,-0.054612,0.098411,-0.090861,-0.10026,-0.051388,-0.027118,0.02785,-0.018972,-0.034105,-0.011501,0.13161,0.15757,0.29251,0.71502
22.533,1.4067,-0.57674,0.2784,-0.53141,0.315,0.10713,0.34964,0.14048,0.11366,0.19204,0.13824,0.22591,0.10723,0.042219,26.103,2.7004,-2.4832,0.10878,-1.1105,-0.62855,-0.6802,-0.46582,-1.169,-1.0317,-0.73955,-0.34219,-0.50156,-0.38274,-0.55159,2.7004,2.8117,0.33302,-0.21596,-0.26375,-0.20632,-0.16504,-0.092322,-0.011696,-0.066219,-0.013231,-0.0084314,-0.080482,-0.0517,-0.049266,-2.4832,0.33302,2.6309,0.01724,0.23935,-0.27502,0.042269,-0.099314,0.22607,0.14595,0.13715,0.062559,0.00017685,0.015908,0.075676,0.10878,-0.21596,0.01724,1.3024,0.23376,0.1786,0.0099133,0.030261,-0.1032,-0.013499,-0.044686,-0.055648,-0.066113,-0.044813,-0.076504,-1.1105,-0.26375,0.23935,0.23376,1.1734,0.26849,0.24014,0.047736,0.13997,0.14564,0.066659,0.011097,-0.045863,-0.093763,-0.08118,-0.62855,-0.20632,-0.27502,0.1786,0.26849,0.92973,0.24766,0.12042,0.049444,0.010877,-0.0015812,-0.016973,0.0084247,-0.019747,-0.041502,-0.6802,-0.16504,0.042269,0.0099133,0.24014,0.24766,0.89313,0.27538,0.14799,0.075446,-0.0023278,0.023567,0.014044,0.0014718,-0.028326,-0.46582,-0.092322,-0.099314,0.030261,0.047736,0.12042,0.27538,0.73212,0.20035,0.031932,0.0033554,-0.014785,0.065459,0.02406,0.016642,-1.169,-0.011696,0.22607,-0.1032,0.13997,0.049444,0.14799,0.20035,0.78081,0.28773,0.085751,0.039151,-0.0016518,0.0042385,-0.025263,-1.0317,-0.066219,0.14595,-0.013499,0.14564,0.010877,0.075446,0.031932,0.28773,0.76554,0.23792,0.038526,0.0087142,-0.060671,-0.026457,-0.73955,-0.013231,0.13715,-0.044686,0.066659,-0.0015812,-0.0023278,0.0033554,0.085751,0.23792,0.66601,0.17313,0.010837,0.02548,-0.017659,-0.34219,-0.0084314,0.062559,-0.055648,0.011097,-0.016973,0.023567,-0.014785,0.039151,0.038526,0.17313,0.66853,0.26725,0.089649,0.11011,-0.50156,-0.080482,0.00017685,-0.066113,-0.045863,0.0084247,0.014044,0.065459,-0.0016518,0.0087142,0.010837,0.26725,0.74333,0.29141,0.13061,-0.38274,-0.0517,0.015908,-0.044813,-0.093763,-0.019747,0.0014718,0.02406,0.0042385,-0.060671,0.02548,0.089649,0.29141,0.68335,0.26061,-0.55159,-0.049266,0.075676,-0.076504,-0.08118,-0.041502,-0.028326,0.016642,-0.025263,-0.026457,-0.017659,0.11011,0.13061,0.26061,0.6707
22,1.2875,-0.64192,0.28772,-0.47345,0.29908,0.13274,0.41621,0.196,0.12289,0.18728,0.13554,0.21977,0.08687,0.034252,25.71,3.2887,-1.8247,-0.20647,-1.2347,-0.67173,-0.69208,-0.58814,-1.1334,-0.98068,-0.69902,-0.3033,-0.38951,-0.23548,-0.43131,3.2887,2.9224,0.37141,-0.27119,-0.32601,-0.23169,-0.17418,-0.10351,-0.026736,-0.087263,-0.038668,-0.016443,-0.056498,-0.0089698,-0.033022,-1.8247,0.37141,2.4978,0.022466,0.20971,-0.24926,0.042139,-0.12195,0.17561,0.11069,0.11921,0.046485,-0.0072885,0.035795,0.078523,-0.20647,-0.27119,0.022466,1.375,0.33864,0.22335,0.011518,0.059893,-0.091235,-0.027546,-0.028687,-0.061529,-0.092327,-0.059935,-0.065412,-1.2347,-0.32601,0.20971,0.33864,1.2418,0.2776,0.22255,0.090592,0.15797,0.11563,0.058843,0.0069206,-0.063917,-0.10295,-0.069717,-0.67173,-0.23169,-0.24926,0.22335,0.2776,0.92426,0.23112,0.10202,0.040575,0.01599,0.0060336,-0.019599,0.0054829,-0.016391,-0.033694,-0.69208,-0.17418,0.042139,0.011518,0.22255,0.23112,0.86098,0.28244,0.14517,0.068126,0.0028875,0.026439,0.0093651,-0.00014075,-0.028051,-0.58814,-0.10351,-0.12195,0.059893,0.090592,0.10202,0.28244,0.78049,0.23961,0.030144,0.0065823,-0.0087716,0.046117,0.0024182,0.0079714,-1.1334,-0.026736,0.17561,-0.091235,0.15797,0.040575,0.14517,0.23961,0.80303,0.29255,0.081492,0.048068,0.0048018,-0.0043529,-0.036916,-0.98068,-0.087263,0.11069,-0.027546,0.11563,0.01599,0.068126,0.030144,0.29255,0.77489,0.24186,0.040514,0.01893,-0.063297,-0.03442,-0.69902,-0.038668,0.11921,-0.028687,0.058843,0.0060336,0.0028875,0.0065823,0.081492,0.24186,0.66139,0.17821,0.0077921,0.018834,-0.023733,-0.3033,-0.016443,0.046485,-0.061529,0.0069206,-0.019599,0.026439,-0.0087716,0.048068,0.040514,0.17821,0.66554,0.26556,0.083935,0.087673,-0.38951,-0.056498,-0.0072885,-0.092327,-0.063917,0.0054829,0.0093651,0.046117,0.0048018,0.01893,0.0077921,0.26556,0.73635,0.284,0.10776,-0.23548,-0.0089698,0.035795,-0.059935,-0.10295,-0.016391,-0.00014075,0.0024182,-0.0043529,-0.063297,0.018834,0.083935,0.284,0.67785,0.25068,-0.43131,-0.033022,0.078523,-0.065412,-0.069717,-0.033694,-0.028051,0.0079714,-0.036916,-0.03442,-0.023733,0.087673,0.10776,0.25068,0.66105
21.782,1.2843,-0.6252,0.25212,-0.46646,0.30982,0.15534,0.42515,0.22575,0.15038,0.21194,0.1461,0.22347,0.090453,0.046207,24.122,3.3508,-1.4651,-0.35953,-1.1496,-0.67237,-0.59419,-0.47415,-0.94776,-0.84171,-0.6121,-0.22521,-0.31694,-0.19971,-0.40777,3.3508,2.9452,0.36551,-0.3009,-0.34029,-0.22285,-0.16025,-0.073177,-0.0035737,-0.063192,-0.028234,-0.00015816,-0.037898,0.00094798,-0.029137,-1.4651,0.36551,2.4041,0.016513,0.20233,-0.24067,0.076431,-0.077713,0.20376,0.12827,0.10743,0.059755,0.0037921,0.042709,0.075608,-0.35953,-0.3009,0.016513,1.353,0.3045,0.20939,-0.0020224,0.053506,-0.094212,-0.038693,-0.039693,-0.064047,-0.082216,-0.051886,-0.052353,-1.1496,-0.34029,0.20233,0.3045,1.1975,0.27718,0.21026,0.073518,0.12841,0.086595,0.041878,0.00043016,-0.066783,-0.095756,-0.06319,-0.67237,-0.22285,-0.24067,0.20939,0.27718,0.90538,0.22486,0.089985,0.023915,-0.0049627,-0.0046884,-0.028787,-0.0033324,-0.022619,-0.032296,-0.59419,-0.16025,0.076431,-0.0020224,0.21026,0.22486,0.8508,0.28405,0.14664,0.059378,-0.0084611,0.024252,0.011108,-0.0019093,-0.033836,-0.47415,-0.073177,-0.077713,0.053506,0.073518,0.089985,0.28405,0.77609,0.24984,0.030415,0.0010101,-0.0078478,0.046055,-0.0040953,-0.004442,-0.94776,-0.0035737,0.20376,-0.094212,0.12841,0.023915,0.14664,0.24984,0.79841,0.29493,0.081722,0.055769,0.0024873,-0.0075638,-0.038097,-0.84171,-0.063192,0.12827,-0.038693,0.086595,-0.0049627,0.059378,0.030415,0.29493,0.77154,0.25358,0.04741,0.015508,-0.062218,-0.02649,-0.6121,-0.028234,0.10743,-0.039693,0.041878,-0.0046884,-0.0084611,0.0010101,0.081722,0.25358,0.66373,0.17684,0.0048594,0.014916,-0.022097,-0.22521,-0.00015816,0.059755,-0.064047,0.00043016,-0.028787,0.024252,-0.0078478,0.055769,0.04741,0.17684,0.65537,0.25328,0.079986,0.079241,-0.31694,-0.037898,0.0037921,-0.082216,-0.066783,-0.0033324,0.011108,0.046055,0.0024873,0.015508,0.0048594,0.25328,0.71885,0.27257,0.095936,-0.19971,0.00094798,0.042709,-0.051886,-0.095756,-0.022619,-0.0019093,-0.0040953,-0.0075638,-0.062218,0.014916,0.079986,0.27257,0.65349,0.23447,-0.40777,-0.029137,0.075608,-0.052353,-0.06319,-0.032296,-0.033836,-0.004442,-0.038097,-0.02649,-0.022097,0.079241,0.095936,0.23447,0.63755
22.104,0.99153,-0.61352,0.49014,-0.51694,0.31833,0.16699,0.44176,0.25627,0.1735,0.23596,0.12483,0.16528,0.073552,0.0056414,23.062,2.0518,-1.4073,0.39208,-1.2057,-0.53707,-0.49565,-0.38593,-0.7816,-0.71045,-0.48306,-0.26104,-0.42259,-0.21529,-0.5145,2.0518,3.5496,0.40879,-0.81428,-0.14691,-0.24033,-0.1538,-0.093583,-0.085542,-0.11495,-0.10059,0.029132,0.095963,0.027001,0.066966,-1.4073,0.40879,2.3279,0.031292,0.2162,-0.22828,0.09903,-0.077736,0.17532,0.10858,0.081548,0.033396,-0.0060326,0.0234,0.072675,0.39208,-0.81428,0.031292,1.8235,0.15583,0.22292,0.04797,0.099805,-0.014515,0.0041322,0.011337,-0.096956,-0.18118,-0.08341,-0.14068,-1.2057,-0.14691,0.2162,0.15583,1.2141,0.25082,0.1975,0.045615,0.088955,0.071051,0.016904,-0.0033503,-0.043733,-0.078843,-0.040739,-0.53707,-0.24033,-0.22828,0.22292,0.25082,0.90441,0.22274,0.082152,0.015833,-0.006582,-0.0067025,-0.019446,-0.0066499,-0.030096,-0.026351,-0.49565,-0.1538,0.09903,0.04797,0.1975,0.22274,0.869,0.26159,0.13878,0.048126,0.00010253,0.019185,-0.00073003,-0.012073,-0.025845,-0.38593,-0.093583,-0.077736,0.099805,0.045615,0.082152,0.26159,0.77467,0.24037,0.026204,0.022694,-0.0027167,0.039711,-0.0065401,-0.010849,-0.7816,-0.085542,0.17532,-0.014515,0.088955,0.015833,0.13878,0.24037,0.81193,0.27222,0.090381,0.050622,-0.011702,-0.0032932,-0.035581,-0.71045,-0.11495,0.10858,0.0041322,0.071051,-0.006582,0.048126,0.026204,0.27222,0.75047,0.23977,0.039204,0.0029304,-0.058912,-0.029984,-0.48306,-0.10059,0.081548,0.011337,0.016904,-0.0067025,0.00010253,0.022694,0.090381,0.23977,0.68797,0.17192,-0.0041081,0.017071,-0.023817,-0.26104,0.029132,0.033396,-0.096956,-0.0033503,-0.019446,0.019185,-0.0027167,0.050622,0.039204,0.17192,0.65523,0.24271,0.067035,0.08827,-0.42259,0.095963,-0.0060326,-0.18118,-0.043733,-0.0066499,-0.00073003,0.039711,-0.011702,0.0029304,-0.0041081,0.24271,0.72728,0.25184,0.10169,-0.21529,0.027001,0.0234,-0.08341,-0.078843,-0.030096,-0.012073,-0.0065401,-0.0032932,-0.058912,0.017071,0.067035,0.25184,0.64683,0.20624,-0.5145,0.066966,0.072675,-0.14068,-0.040739,-0.026351,-0.025845,-0.010849,-0.035581,-0.029984,-0.023817,0.08827,0.10169,0.20624,0.66345
22.438,0.84877,-0.54994,0.69038,-0.51054,0.32535,0.12793,0.4205,0.24011,0.17221,0.2169,0.11387,0.14804,0.07371,-0.046796,22.838,1.0956,-1.2635,1.0773,-1.2011,-0.4357,-0.52111,-0.34123,-0.7324,-0.59195,-0.55611,-0.26276,-0.42785,-0.12088,-0.56839,1.0956,3.6436,0.38257,-1.0427,-0.099667,-0.24889,-0.12178,-0.087301,-0.075371,-0.14638,-0.050041,0.024767,0.1067,0.0053325,0.10772,-1.2635,0.38257,2.29,0.12616,0.23855,-0.20721,0.075215,-0.090904,0.15332,0.081844,0.077241,0.028043,-0.015005,0.027291,0.043468,1.0773,-1.0427,0.12616,2.1352,0.12579,0.22352,0.0045206,0.072017,-0.038028,0.014784,-0.037486,-0.10304,-0.18798,-0.053392,-0.20587,-1.2011,-0.099667,0.23855,0.12579,1.1977,0.22403,0.16351,0.016187,0.063345,0.052794,0.021987,-0.0088177,-0.043447,-0.078889,-0.046817,-0.4357,-0.24889,-0.20721,0.22352,0.22403,0.88896,0.20515,0.070086,0.014072,-0.002447,-0.0035792,-0.016424,-0.0086279,-0.023274,-0.020788,-0.52111,-0.12178,0.075215,0.0045206,0.16351,0.20515,0.88043,0.26176,0.14062,0.05836,0.014039,0.031361,0.0031929,0.0046744,0.013364,-0.34123,-0.087301,-0.090904,0.072017,0.016187,0.070086,0.26176,0.79265,0.23383,0.039228,0.028914,0.0011773,0.028466,-0.0132,0.0091839,-0.7324,-0.075371,0.15332,-0.038028,0.063345,0.014072,0.14062,0.23383,0.80694,0.24853,0.084368,0.0547,-0.014884,0.018794,-0.015631,-0.59195,-0.14638,0.081844,0.014784,0.052794,-0.002447,0.05836,0.039228,0.24853,0.75613,0.23096,0.041135,-0.0077988,-0.048502,-0.021392,-0.55611,-0.050041,0.077241,-0.037486,0.021987,-0.0035792,0.014039,0.028914,0.084368,0.23096,0.69825,0.16738,-0.012587,0.0095582,-0.019339,-0.26276,0.024767,0.028043,-0.10304,-0.0088177,-0.016424,0.031361,0.0011773,0.0547,0.041135,0.16738,0.66011,0.22335,0.056586,0.089082,-0.42785,0.1067,-0.015005,-0.18798,-0.043447,-0.0086279,0.0031929,0.028466,-0.014884,-0.0077988,-0.012587,0.22335,0.73141,0.23103,0.089839,-0.12088,0.0053325,0.027291,-0.053392,-0.078889,-0.023274,0.0046744,-0.0132,0.018794,-0.048502,0.0095582,0.056586,0.23103,0.67115,0.20519,-0.56839,0.10772,0.043468,-0.20587,-0.046817,-0.020788,0.013364,0.0091839,-0.015631,-0.021392,-0.019339,0.089082,0.089839,0.20519,0.69724
